trip_id,co2_emission
135668:304152,4.686616969883334
135662:299693,3.3807083526066775
135680:304458,4.338541217946335
135663:301601,3.1452403637065287
135691:304068,4.01564325644922
135664:300562,2.9268047697572976
135700:304079,3.7161018693839587
135665:299535,2.724169545636933
137412:304277,3.4382275769945876
137414:300705,2.536191783808181
137413:303962,3.180453106737259
137415:299170,2.3618112480669824
137410:303846,2.9413245535160186
137416:299124,2.2000443935754945
137411:304542,2.719493179336101
137417:301761,2.0499788194514004
135261:304247,2.513707806122962
135260:301246,1.9107681226248805
135262:304360,2.32280775880087
135251:300545,1.7816271239378685
135252:304493,2.1457163188284483
135259:301320,1.6618274395597248
135231:304063,1.9814346512676664
135240:299966,1.5506933727411265
135242:304475,1.8290361711335916
135258:301053,1.4475981027347722
135232:303882,1.6876613172498962
135250:301570,1.35196014938756
135243:304252,1.5565127041334585
135257:300216,1.2632400934637542
135233:303890,1.4348506245636754
135239:301271,1.180937534201046
135244:304383,1.3219888774699187
135256:301199,1.1045882669394338
135234:304325,1.2172908976055432
135249:299737,1.0337616649041548
135245:304201,1.1201661651789323
135255:301297,0.9680582503752997
135235:304433,1.030066875191097
135238:301358,0.9071074415450227
135246:304155,0.9464848476941787
135254:301523,0.8505654623540687
135236:304447,0.8689486615439975
135248:301729,0.7981134035186821
135247:304215,0.7970209954804163
135253:300578,0.7494554238116136
135237:304546,0.7302961615385793
135241:300312,0.7043170814520915
135221:304046,0.6683978168789609
135210:299548,0.6624437861933998
135222:303955,0.6109768411303962
135211:299586,0.6235993633775162
135223:303989,0.557709367273899
135212:300064,0.5875647218577241
135224:304523,0.5082949549609216
135213:299557,0.5541366182760481
135225:304417,0.46245489596328543
135214:299694,0.523126510725692
135226:303937,0.4199306421970439
135215:301401,0.4943594953329365
135230:303869,0.38048234745403026
135227:301001,0.4676733197605634
