route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
1,135674:299591,MAINLINE to Westfort,Waterfront Terminal,Mary & Neebing,06:10:00,06:52:00,0 min,15.084,42.0,16.069523809523808,393.52123356009,3132,-1.063,3.977724741447892,Intercity Shopping Centre,4.592,06:20:00
1,135648:302904,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,06:52:00,08:07:00,0.0 min,21.149,75.0,13.518301400560214,300.9213379218348,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,07:15:00
1,135609:299367,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,08:07:00,09:22:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,08:30:00
1,135653:303505,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,09:22:00,10:37:00,0.0 min,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,09:45:00
1,135059:300984,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,10:37:00,11:52:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,11:00:00
1,135077:303363,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,11:52:00,13:07:00,0.0 min,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,12:15:00
1,135064:301215,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,13:07:00,14:22:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,13:30:00
1,135082:303610,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,14:22:00,15:37:00,0.0 min,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,14:45:00
1,135069:299475,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,15:37:00,16:52:00,0.0 min,23.021,75.0,14.537572658920052,361.9170807396317,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,16:00:00
1,135087:303665,MAINLINE to Cowan Only,Mary & Neebing,Cowan & Hodder,16:52:00,18:05:00,0.0 min,21.149,73.0,13.88006274509804,320.8789811391256,3297,-0.676,4.0191025580405695,City Hall Terminal,6.752,17:15:00
1,135037:299936,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,18:25:00,19:32:00,20.0 min,23.021,67.0,15.654003007518815,431.3116826351581,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,18:48:00
1,135051:303235,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,19:33:00,20:40:00,1.0 min,21.149,67.0,14.73913277310922,387.1866929171623,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,19:55:00
1,135040:299286,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,20:40:00,21:47:00,0.0 min,23.021,67.0,15.654003007518815,431.3116826351581,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,21:03:00
1,135054:303248,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,21:48:00,22:55:00,1.0 min,21.149,67.0,14.73913277310922,387.1866929171623,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,22:10:00
1,135043:303175,MAINLINE to City Hall,Cowan & Hodder,City Hall Terminal,22:55:00,23:30:00,0.0 min,15.769,35.0,18.25064935064934,448.5877551020386,3153,-0.835,4.185427103811275,Waterfront Terminal,7.937,23:15:00
